instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,range,range_temp
12980,3,1,6,0,0,6,0,3,0.64,0.5758,0.89,0.1642,4,65,69,0-5,0.50-0.66
12981,3,1,6,1,0,6,0,3,0.64,0.5758,0.89,0.2239,3,55,58,0-5,0.50-0.66
12982,3,1,6,2,0,6,0,2,0.64,0.5758,0.89,0.0,7,54,61,0-5,0.50-0.66
12983,3,1,6,3,0,6,0,2,0.64,0.5758,0.89,0.0,3,20,23,0-5,0.50-0.66
12984,3,1,6,4,0,6,0,2,0.62,0.5455,0.94,0.0,3,15,18,0-5,0.50-0.66
12985,3,1,6,5,0,6,0,1,0.64,0.5758,0.89,0.1642,3,7,10,0-5,0.50-0.66
12986,3,1,6,6,0,6,0,1,0.64,0.5758,0.89,0.1642,6,36,42,6-11,0.50-0.66
12987,3,1,6,7,0,6,0,1,0.64,0.5758,0.89,0.1642,10,82,92,6-11,0.50-0.66
12988,3,1,6,8,0,6,0,1,0.64,0.5758,0.89,0.1642,26,168,194,6-11,0.50-0.66
12989,3,1,6,9,0,6,0,1,0.64,0.5758,0.89,0.1642,41,234,275,6-11,0.50-0.66
12990,3,1,6,10,0,6,0,1,0.88,0.7727,0.3,0.2537,96,308,404,6-11,0.66-1
12991,3,1,6,11,0,6,0,1,0.88,0.7727,0.3,0.2537,102,350,452,6-11,0.66-1
12992,3,1,6,12,0,6,0,1,0.88,0.7727,0.3,0.2537,143,328,471,12-17,0.66-1
12993,3,1,6,13,0,6,0,1,0.88,0.7727,0.3,0.2537,105,323,428,12-17,0.66-1
12994,3,1,6,14,0,6,0,1,0.88,0.7727,0.3,0.2537,114,295,409,12-17,0.66-1
12995,3,1,6,15,0,6,0,1,0.88,0.7727,0.3,0.2537,117,287,404,12-17,0.66-1
12996,3,1,6,16,0,6,0,1,0.9,0.7879,0.29,0.1642,109,264,373,12-17,0.66-1
12997,3,1,6,17,0,6,0,1,0.88,0.7727,0.32,0.1343,131,231,362,12-17,0.66-1
12998,3,1,6,18,0,6,0,1,0.88,0.7879,0.35,0.0,91,248,339,18-23,0.66-1
12999,3,1,6,19,0,6,0,1,0.84,0.7576,0.44,0.2537,134,240,374,18-23,0.66-1
13000,3,1,6,20,0,6,0,1,0.82,0.7727,0.52,0.1642,88,204,292,18-23,0.66-1
13001,3,1,6,21,0,6,0,1,0.82,0.7727,0.52,0.1642,48,165,213,18-23,0.66-1
13002,3,1,6,22,0,6,0,1,0.78,0.7424,0.62,0.1642,38,134,172,18-23,0.66-1
13003,3,1,6,23,0,6,0,1,0.78,0.7424,0.62,0.0896,33,119,152,18-23,0.66-1
13004,3,1,7,0,0,0,0,1,0.76,0.7273,0.66,0.0,27,122,149,0-5,0.66-1
13005,3,1,7,1,0,0,0,1,0.74,0.697,0.7,0.1343,12,81,93,0-5,0.66-1
13006,3,1,7,2,0,0,0,1,0.72,0.697,0.74,0.0896,21,69,90,0-5,0.66-1
13007,3,1,7,3,0,0,0,1,0.72,0.7121,0.84,0.1343,6,27,33,0-5,0.66-1
13008,3,1,7,4,0,0,0,1,0.7,0.6667,0.79,0.194,0,4,4,0-5,0.66-1
13009,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,0.1045,3,7,10,0-5,0.66-1
13010,3,1,7,6,0,0,0,1,0.7,0.6667,0.79,0.0896,8,19,27,6-11,0.66-1
13011,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0.0,13,37,50,6-11,0.66-1
13012,3,1,7,8,0,0,0,1,0.78,0.7424,0.62,0.1045,36,106,142,6-11,0.66-1
13013,3,1,7,9,0,0,0,1,0.82,0.7879,0.56,0.0,51,168,219,6-11,0.66-1
13014,3,1,7,10,0,0,0,1,0.86,0.7879,0.44,0.2985,98,268,366,6-11,0.66-1
13015,3,1,7,11,0,0,0,1,0.88,0.803,0.39,0.2239,121,256,377,6-11,0.66-1
13016,3,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239,114,319,433,12-17,0.66-1
13017,3,1,7,13,0,0,0,1,0.92,0.8333,0.33,0.2537,111,309,420,12-17,0.66-1
13018,3,1,7,14,0,0,0,1,0.92,0.8333,0.33,0.2537,98,346,444,12-17,0.66-1
13019,3,1,7,15,0,0,0,1,0.9,0.8182,0.37,0.2836,101,244,345,12-17,0.66-1
13020,3,1,7,16,0,0,0,1,0.92,0.8333,0.33,0.2985,85,228,313,12-17,0.66-1
13021,3,1,7,17,0,0,0,1,0.92,0.803,0.26,0.2985,90,323,413,12-17,0.66-1
13022,3,1,7,18,0,0,0,1,0.88,0.7727,0.32,0.3582,95,275,370,18-23,0.66-1
13023,3,1,7,19,0,0,0,1,0.84,0.7424,0.39,0.1343,103,279,382,18-23,0.66-1
13024,3,1,7,20,0,0,0,1,0.84,0.7424,0.39,0.1343,88,244,332,18-23,0.66-1
13025,3,1,7,21,0,0,0,1,0.84,0.7424,0.39,0.1343,77,181,258,18-23,0.66-1
13026,3,1,7,22,0,0,0,1,0.82,0.7424,0.43,0.1343,41,110,151,18-23,0.66-1
13027,3,1,7,23,0,0,0,3,0.78,0.7121,0.52,0.1642,22,88,110,18-23,0.66-1
13028,3,1,7,0,0,1,1,2,0.76,0.7121,0.58,0.2239,12,31,43,0-5,0.66-1
13029,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,3,14,17,0-5,0.66-1
13030,3,1,7,2,0,1,1,2,0.74,0.6667,0.51,0.2537,1,14,15,0-5,0.66-1
13032,3,1,7,4,0,1,1,2,0.72,0.6667,0.54,0.2985,2,10,12,0-5,0.66-1
13033,3,1,7,5,0,1,1,2,0.72,0.6667,0.51,0.0,3,37,40,0-5,0.66-1
13034,3,1,7,6,0,1,1,1,0.7,0.6515,0.58,0.1045,4,132,136,6-11,0.66-1
13035,3,1,7,7,0,1,1,1,0.74,0.6667,0.51,0.1045,8,390,398,6-11,0.66-1
13036,3,1,7,8,0,1,1,1,0.76,0.697,0.52,0.194,20,548,568,6-11,0.66-1
13037,3,1,7,9,0,1,1,1,0.78,0.697,0.46,0.2537,56,239,295,6-11,0.66-1
13038,3,1,7,10,0,1,1,1,0.8,0.7273,0.43,0.2537,70,104,174,6-11,0.66-1
13039,3,1,7,11,0,1,1,1,0.84,0.7273,0.28,0.2985,67,134,201,6-11,0.66-1
13040,3,1,7,12,0,1,1,1,0.84,0.7273,0.32,0.194,74,183,257,12-17,0.66-1
13041,3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236,12-17,0.66-1
13042,3,1,7,14,0,1,1,1,0.86,0.7576,0.34,0.2239,79,151,230,12-17,0.66-1
13043,3,1,7,15,0,1,1,1,0.84,0.7424,0.36,0.194,59,175,234,12-17,0.66-1
13044,3,1,7,16,0,1,1,1,0.84,0.7424,0.36,0.2836,61,304,365,12-17,0.66-1
13045,3,1,7,17,0,1,1,1,0.84,0.7273,0.32,0.1343,82,665,747,12-17,0.66-1
13046,3,1,7,18,0,1,1,1,0.84,0.7273,0.32,0.1642,72,658,730,18-23,0.66-1
13047,3,1,7,19,0,1,1,1,0.78,0.697,0.43,0.1343,71,510,581,18-23,0.66-1
13048,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,38,357,395,18-23,0.66-1
13049,3,1,7,21,0,1,1,1,0.76,0.6818,0.45,0.1343,17,241,258,18-23,0.66-1
13050,3,1,7,22,0,1,1,1,0.74,0.6667,0.51,0.1642,19,169,188,18-23,0.66-1
13051,3,1,7,23,0,1,1,1,0.74,0.6667,0.51,0.1045,12,90,102,18-23,0.66-1
13052,3,1,7,0,0,2,1,1,0.72,0.6667,0.54,0.0,9,44,53,0-5,0.66-1
13053,3,1,7,1,0,2,1,1,0.72,0.6667,0.58,0.0,5,9,14,0-5,0.66-1
13054,3,1,7,2,0,2,1,1,0.72,0.6667,0.58,0.0,2,8,10,0-5,0.66-1
13055,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,0,2,2,0-5,0.66-1
13056,3,1,7,4,0,2,1,1,0.68,0.6364,0.65,0.1045,0,6,6,0-5,0.66-1
13057,3,1,7,5,0,2,1,1,0.7,0.6515,0.61,0.0,2,33,35,0-5,0.66-1
13058,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154,6-11,0.66-1
13059,3,1,7,7,0,2,1,1,0.74,0.6818,0.58,0.0,21,462,483,6-11,0.66-1
13060,3,1,7,8,0,2,1,1,0.74,0.6818,0.62,0.0896,42,604,646,6-11,0.66-1
13061,3,1,7,9,0,2,1,1,0.8,0.7424,0.49,0.1642,46,226,272,6-11,0.66-1
13062,3,1,7,10,0,2,1,1,0.82,0.7424,0.43,0.2239,56,153,209,6-11,0.66-1
13063,3,1,7,11,0,2,1,1,0.86,0.7576,0.34,0.194,66,151,217,6-11,0.66-1
13064,3,1,7,12,0,2,1,1,0.88,0.7576,0.28,0.194,74,198,272,12-17,0.66-1
13065,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283,12-17,0.66-1
13066,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.194,69,241,310,12-17,0.66-1
13067,3,1,7,15,0,2,1,2,0.9,0.7727,0.24,0.0,71,330,401,12-17,0.66-1
13068,3,1,7,16,0,2,1,2,0.9,0.7727,0.24,0.194,90,437,527,12-17,0.66-1
13069,3,1,7,17,0,2,1,2,0.86,0.7424,0.3,0.1642,102,620,722,12-17,0.66-1
13070,3,1,7,18,0,2,1,2,0.86,0.7424,0.3,0.0,85,542,627,18-23,0.66-1
13071,3,1,7,19,0,2,1,2,0.84,0.7424,0.36,0.1343,66,431,497,18-23,0.66-1
13073,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,36,160,196,18-23,0.66-1
13074,3,1,7,22,0,2,1,1,0.68,0.6364,0.79,0.194,26,151,177,18-23,0.66-1
13075,3,1,7,23,0,2,1,1,0.66,0.6061,0.83,0.0,19,152,171,18-23,0.66-1
13076,3,1,7,0,1,3,0,1,0.68,0.6364,0.79,0.0896,19,140,159,0-5,0.66-1
13077,3,1,7,1,1,3,0,1,0.68,0.6364,0.74,0.0,27,96,123,0-5,0.66-1
13078,3,1,7,2,1,3,0,1,0.66,0.6061,0.83,0.1343,27,66,93,0-5,0.66-1
13079,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,9,23,32,0-5,0.66-1
13080,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,5,11,16,0-5,0.66-1
13081,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19,0-5,0.66-1
13082,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,9,23,32,6-11,0.66-1
13083,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,10,62,72,6-11,0.66-1
13084,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,43,110,153,6-11,0.66-1
13085,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,90,203,293,6-11,0.66-1
13086,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,143,304,447,6-11,0.66-1
13087,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,164,321,485,6-11,0.66-1
13088,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,164,330,494,12-17,0.66-1
13089,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,177,322,499,12-17,0.66-1
13090,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,190,357,547,12-17,0.66-1
13091,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,155,299,454,12-17,0.66-1
13092,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,163,226,389,12-17,0.66-1
13093,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,161,253,414,12-17,0.66-1
13094,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,159,271,430,18-23,0.66-1
13095,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,177,255,432,18-23,0.66-1
13096,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,237,314,551,18-23,0.66-1
13097,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,222,362,584,18-23,0.66-1
13098,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502,18-23,0.66-1
13099,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,31,152,183,18-23,0.66-1
13100,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,17,71,88,0-5,0.66-1
13101,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,6,24,30,0-5,0.66-1
13102,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,4,14,18,0-5,0.66-1
13103,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,2,5,7,0-5,0.66-1
13104,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,0,7,7,0-5,0.66-1
13105,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,1,28,29,0-5,0.66-1
13106,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,3,130,133,6-11,0.66-1
13107,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,27,316,343,6-11,0.66-1
13108,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,36,514,550,6-11,0.66-1
13109,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,47,246,293,6-11,0.66-1
13110,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,69,117,186,6-11,0.66-1
13111,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,107,137,244,6-11,0.66-1
13112,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,88,188,276,12-17,0.66-1
13113,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,129,181,310,12-17,0.66-1
13114,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241,12-17,0.66-1
13115,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,71,183,254,12-17,0.66-1
13116,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,109,324,433,12-17,0.66-1
13117,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,114,575,689,12-17,0.66-1
13118,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,96,511,607,18-23,0.66-1
13119,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,128,375,503,18-23,0.66-1
13120,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,78,243,321,18-23,0.66-1
13121,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,91,232,323,18-23,0.66-1
13122,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,63,162,225,18-23,0.66-1
13123,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,32,99,131,18-23,0.66-1
13124,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,39,63,102,0-5,0.66-1
13125,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29,0-5,0.66-1
13126,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,4,13,17,0-5,0.66-1
13127,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,1,6,7,0-5,0.66-1
13128,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,2,4,6,0-5,0.66-1
13129,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,4,31,35,0-5,0.66-1
13130,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,4,127,131,6-11,0.66-1
13131,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,20,333,353,6-11,0.66-1
13132,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,28,557,585,6-11,0.66-1
13133,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,55,249,304,6-11,0.66-1
13134,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,80,130,210,6-11,0.66-1
13135,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,92,141,233,6-11,0.66-1
13136,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,111,220,331,12-17,0.66-1
13137,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,99,194,293,12-17,0.66-1
13138,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,91,184,275,12-17,0.66-1
13139,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,79,206,285,12-17,0.66-1
13140,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369,12-17,0.66-1
13141,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,90,486,576,12-17,0.66-1
13142,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,106,454,560,18-23,0.66-1
13143,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,112,306,418,18-23,0.66-1
13144,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,91,245,336,18-23,0.66-1
13145,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,77,223,300,18-23,0.66-1
13146,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,78,210,288,18-23,0.66-1
13147,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,27,137,164,18-23,0.66-1
13148,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150,0-5,0.66-1
13149,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,16,55,71,0-5,0.66-1
13150,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,11,47,58,0-5,0.66-1
13151,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,12,19,31,0-5,0.66-1
13152,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,3,13,16,0-5,0.66-1
13153,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,2,12,14,0-5,0.66-1
13154,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,4,27,31,6-11,0.66-1
13155,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,8,63,71,6-11,0.66-1
13156,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,32,120,152,6-11,0.66-1
13157,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,69,187,256,6-11,0.66-1
13158,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,100,225,325,6-11,0.66-1
13159,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,122,245,367,6-11,0.66-1
13160,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,124,218,342,12-17,0.66-1
13161,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,116,244,360,12-17,0.66-1
13162,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,105,203,308,12-17,0.66-1
13163,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,113,193,306,12-17,0.66-1
13164,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,102,192,294,12-17,
13165,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,103,176,279,12-17,0.66-1
13166,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,83,194,277,18-23,0.66-1
13167,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,68,219,287,18-23,0.66-1
13168,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,79,197,276,18-23,0.66-1
13169,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,51,150,201,18-23,0.66-1
13170,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,56,164,220,18-23,0.66-1
13171,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,34,114,148,18-23,0.66-1
13172,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,22,125,147,0-5,0.66-1
13173,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,25,99,124,0-5,0.66-1
13174,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70,0-5,0.66-1
13175,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,1,34,35,0-5,0.66-1
13176,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,2,11,13,0-5,0.66-1
13177,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,1,5,6,0-5,0.66-1
13178,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,5,16,21,6-11,0.66-1
13179,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,19,33,52,6-11,0.66-1
13180,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,35,95,130,6-11,0.66-1
13181,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,70,172,242,6-11,0.66-1
13182,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319,6-11,0.66-1
13183,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,120,269,389,6-11,0.66-1
13184,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,105,271,376,12-17,0.66-1
13185,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,118,219,337,12-17,0.66-1
13186,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,77,235,312,12-17,0.66-1
13187,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,80,218,298,12-17,0.66-1
13188,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,65,226,291,12-17,0.66-1
13189,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,68,202,270,12-17,0.66-1
13190,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,54,199,253,18-23,0.66-1
13191,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,66,184,250,18-23,0.66-1
13192,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,79,206,285,18-23,0.66-1
13193,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,58,149,207,18-23,0.66-1
13194,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,12,110,122,18-23,0.66-1
13195,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,25,98,123,18-23,0.66-1
13196,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,6,33,39,0-5,0.66-1
13197,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,5,13,18,0-5,0.66-1
13198,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,1,4,5,0-5,0.66-1
13199,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,0,5,5,0-5,0.66-1
13201,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,1,27,28,0-5,0.66-1
13202,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,6,86,92,6-11,0.50-0.66
13203,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,6-11,0.66-1
13204,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,6-11,0.66-1
13205,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,6-11,0.66-1
13206,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,6-11,0.66-1
13207,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,6-11,0.66-1
13208,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,12-17,0.66-1
13209,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255,12-17,0.66-1
13210,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,12-17,0.66-1
13211,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,12-17,0.66-1
13212,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,88,325,413,12-17,0.66-1
13213,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,108,741,849,12-17,0.66-1
13214,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,18-23,0.66-1
13215,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,18-23,0.66-1
13216,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,18-23,0.66-1
13217,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,18-23,0.66-1
13218,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,18-23,0.66-1
13219,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,18-23,0.66-1
13220,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,0-5,0.66-1
13221,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,0-5,0.66-1
13222,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,0-5,0.66-1
13223,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3,0-5,0.66-1
13224,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,0-5,0.66-1
13225,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,0-5,0.66-1
13226,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,6-11,0.66-1
13227,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,6-11,0.66-1
13228,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649,6-11,0.66-1
13229,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331,6-11,0.66-1
13230,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,6-11,0.66-1
13231,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,6-11,0.66-1
13232,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272,12-17,0.66-1
13233,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280,12-17,0.66-1
13234,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242,12-17,0.66-1
13235,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265,12-17,0.66-1
13236,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435,12-17,0.66-1
13237,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872,12-17,0.66-1
13238,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819,18-23,0.66-1
13239,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414,18-23,0.66-1
13240,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84,18-23,0.50-0.66
13241,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90,18-23,0.50-0.66
13242,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,18-23,0.50-0.66
13243,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103,18-23,0.50-0.66
13244,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,0-5,0.66-1
13245,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14,0-5,0.50-0.66
13246,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5,0-5,0.50-0.66
